Disease_Name,Disease_Url,Disease_Logo_Image_url,Disease_Logo_File_Name
Pityriasis versicolor images,https://dermnetnz.org/topics/pityriasis-versicolor-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pitver2s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,98ee2c62a84a3c9901231aace07851b6.jpg
Plasma cell balanitis/vulvitis images,https://dermnetnz.org/topics/plasma-cell-balanitisvulvitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/plasma1__FocusFillWzE1MCwxMTAsIngiLDI2XQ.jpg,f8ed359e72282192e8fd05fc85a0d108.jpg
Polymorphic light eruption images,https://dermnetnz.org/images/polymorphic-light-eruption-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pmle-12__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,08cea89737b8ee912022d95276befe11.jpg
Polymorphous light eruption images,https://dermnetnz.org/images/polymorphic-light-eruption-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pmle-12__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,08cea89737b8ee912022d95276befe11.jpg
Pompholyx images,https://dermnetnz.org/topics/pompholyx-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3517__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,352467abeaa1a0ddd33257792b12b17f.jpg
Pretibial myxoedema images,https://dermnetnz.org/topics/pretibial-myxoedema-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pretibial-myxoedema-17-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,64a3355043756265a1d3477f1fa5576f.jpg
Principals of dermatological practice course images,https://dermnetnz.org/image-catalogue/principals-of-dermatological-practice-course-images/?stage=Live,https://dermnetnz.org/assets/Uploads/tape-reaction-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,cb3d4ff6145682a7c7aa392cacc9595a.jpg
Procedures images,https://dermnetnz.org/image-catalogue/procedures-images/?stage=Live,https://dermnetnz.org/assets/Uploads/mohs5-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,9f2db02b1c49f036555d33dad84f2397.jpg
Prurigo of pregnancy images,https://dermnetnz.org/topics/prurigo-of-pregnancy-images/?stage=Live,https://dermnetnz.org/assets/Uploads/prurigo-pregnancy-05-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,30d1ad5a5644d70387adc1011108d9fd.jpg
Psoriasis affecting the face images,https://dermnetnz.org/topics/facial-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/facial-psoriasis13-s2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,8f608f966bc1a6d0890e5cd51d0029c8.jpg
Psoriasis of the scalp images,https://dermnetnz.org/topics/psoriasis-of-the-scalp-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3567__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,61e1f4b18bbb6c89e9ce717d1fc48d61.jpg
Purpura annularis telangiectodes images,https://dermnetnz.org/topics/capillaritis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2509__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,bee562800fd4652005998542f6f02089.jpg
Pustular psoriasis of the hand and feet images,https://dermnetnz.org/topics/palmoplantar-pustulosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ppps03-s__FocusFillWzE1MCwxMTAsIngiLDld.jpg,097922236394a18854c7fb998c563c0b.jpg
Reactions to external agent images,https://dermnetnz.org/image-catalogue/reactions-to-external-agent-images/?stage=Live,https://dermnetnz.org/assets/Uploads/cle1-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,70885d7daa8a18be6cca92005d27ec48.jpg
Rhinophyma images,https://dermnetnz.org/topics/rhinophyma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/rhinophyma-03-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,c60ba0cb124e6d27d316b61c240b2476.jpg
Rodent ulcer affecting the ear images,https://dermnetnz.org/topics/basal-cell-carcinoma-affecting-the-ear-images/?stage=Live,https://dermnetnz.org/assets/Uploads/0692__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,55b69ecbe12aac4199559fffdf6dcdd7.jpg
Rodent ulcer affecting the eyelid images,https://dermnetnz.org/topics/basal-cell-carcinoma-affecting-the-eyelid-images/?stage=Live,https://dermnetnz.org/assets/Uploads/0633__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,7cfb36863bce91066960a92ff5fa364f.jpg
Rodent ulcer affecting the face images,https://dermnetnz.org/topics/basal-cell-carcinoma-affecting-the-face-images/?stage=Live,https://dermnetnz.org/assets/Uploads/0616__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,ec73938654d5b4f70853f0cb2f43bbe5.jpg
Rodent ulcer affecting the nose images,https://dermnetnz.org/topics/basal-cell-carcinoma-affecting-the-nose-images/?stage=Live,https://dermnetnz.org/assets/Uploads/0629__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,02e3a7446c2236ced23295674aa757e4.jpg
Rodent ulcer affecting the trunk images,https://dermnetnz.org/topics/basal-cell-carcinoma-affecting-the-trunk-images/?stage=Live,https://dermnetnz.org/assets/Uploads/0653__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,dec0bfdfe3d27190a5db5940140f6fd5.jpg
Rosacea images,https://dermnetnz.org/images/rosacea-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3618__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,f46060fe0da4c458edac0fd2bbac80e1.jpg
Roseola images,https://dermnetnz.org/topics/roseola-images/?stage=Live,https://dermnetnz.org/assets/Uploads/roseola-001__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,6e958070392edc1122a92850b83abb78.jpg
SJS-TEN images,https://dermnetnz.org/topics/sjs-ten-images/?stage=Live,https://dermnetnz.org/assets/Uploads/sjs-ten-trunk-148__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,ba39e29e036619158cb9298594c6b803.JPG
SLE images,https://dermnetnz.org/topics/systemic-lupus-erythematosus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/sle-07-s2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,2cc65d347fde74f66152fb8256e7d080.jpg
Scabies images,https://dermnetnz.org/images/scabies-images/?stage=Live,https://dermnetnz.org/assets/Uploads/scabies28-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,0023881f80f19bc121bee63c677601bd.jpg
Scalp folliculitis images,https://dermnetnz.org/topics/scalp-folliculitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3664__FocusFillWzE1MCwxMTAsIngiLDRd.jpg,4aa6f7c5c323acc760da5bbe6f0dff30.jpg
Scaly skin disease images,https://dermnetnz.org/image-catalogue/scaly-skin-disease-images/?stage=Live,https://dermnetnz.org/assets/Uploads/darier-post-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,28fc1b034154643935e06b7771298a0a.jpg
Schamberg disease images,https://dermnetnz.org/topics/capillaritis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2509__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,bee562800fd4652005998542f6f02089.jpg
Sebaceous hyperplasia images,https://dermnetnz.org/topics/sebaceous-hyperplasia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3773__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,deef12a2205182e8f4dcb4a770f5685c.jpg
Seborrhoeic keratosis dermoscopy images,https://dermnetnz.org/topics/seborrhoeic-keratosis-dermoscopy-images/?stage=Live,https://dermnetnz.org/assets/Uploads/sebk-dermoscopy31-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,b98f6d60045aa062b278a081bbebed65.jpg
Seborrhoeic keratosis images,https://dermnetnz.org/topics/seborrhoeic-keratosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/sebks21-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,fde025b6a7067c51f898e19a1093ce0a.jpg
Shiitake flagellate dermatitis images,https://dermnetnz.org/topics/shiitake-flagellate-dermatitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/shiitake-flagellate-erythema-3__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,135f9f19693e14f7c2a0fc5c62a834f9.jpg
Skin pathology images,https://dermnetnz.org/image-catalogue/skin-pathology-images/?stage=Live,https://dermnetnz.org/assets/Uploads/igg4-related-3-sm__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,f14defaf357ac51c2c15a4ac09ac5223.jpg
Skin signs of systemic disease images,https://dermnetnz.org/image-catalogue/skin-signs-of-systemic-disease-images/?stage=Live,https://dermnetnz.org/assets/Uploads/tuberous-sclerosis02-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,b5736f2a92ed62169d25c7a780dc94e2.jpg
Skin tag images,https://dermnetnz.org/topics/skin-tag-images/?stage=Live,https://dermnetnz.org/assets/Uploads/skintag03-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,2cf346fcc40966143da624dd05e74f5f.jpg
Solar keratosis affecting the face images,https://dermnetnz.org/topics/actinic-keratosis-face-images/?stage=Live,https://dermnetnz.org/assets/Uploads/248__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,28e679d6f5ecc7c6b096357ea22e79c6.jpg
Solar keratosis affecting the hand images,https://dermnetnz.org/topics/actinic-keratosis-affecting-the-hand-images/?stage=Live,https://dermnetnz.org/assets/Uploads/393__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,d8660bb726c9dd3c39251f1d6a0983ab.jpg
Solar keratosis affecting the legs and feet images,https://dermnetnz.org/topics/actinic-keratosis-leg-and-foot-images/?stage=Live,https://dermnetnz.org/assets/Uploads/478__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,37320aabd5021b70f9c7069a6f7ff181.jpg
Solar keratosis affecting the scalp images,https://dermnetnz.org/topics/actinic-keratosis-scalp-images/?stage=Live,https://dermnetnz.org/assets/Uploads/418__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,1f29878b3c4355bab6b01c91530a6dc6.jpg
Solar keratosis on the nose images,https://dermnetnz.org/topics/actinic-keratosis-on-the-nose-images/?stage=Live,https://dermnetnz.org/assets/Uploads/sks-nose3-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,fed56008fec59650d6af17a12662bc44.jpg
Solar keratosis treated with imiquimod images,https://dermnetnz.org/topics/actinic-keratosis-imiquimod-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3723__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,490546a83e6e46e87b726d12bfdd6958.jpg
Solar lentigo images,https://dermnetnz.org/topics/solar-lentigo-images/?stage=Live,https://dermnetnz.org/assets/Uploads/solar-lentigo-11-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,5fc64b9736bae771b246217c75c7ebe5.jpg
Spa pool folliculitis images,https://dermnetnz.org/topics/spa-pool-folliculitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3796__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,849274d8190df020113bb03e4094ad25.jpg
Spider naevus images,https://dermnetnz.org/topics/spider-telangiectasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/spider-ang5-s2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,6ccb78e96fe372009b3cf07a53d40daa.jpg
Spider telangiectasis images,https://dermnetnz.org/topics/spider-telangiectasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/spider-ang5-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,e7c18221164722eee8506530eb66c060.jpg
Squamous cell carcinoma of limbs images,https://dermnetnz.org/topics/squamous-cell-carcinoma-of-limbs-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3958__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,2ea3db4e85f71ba220e69c8854edbfb7.jpg
Squamous cell carcinoma of the ear images,https://dermnetnz.org/topics/squamous-cell-carcinoma-of-the-ear-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3936__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,718eba54b522f24851f22edff8c0e867.jpg
Squamous cell carcinoma of the lip images,https://dermnetnz.org/topics/squamous-cell-carcinoma-of-the-lip-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3930__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,eb003b75a3bc5645ef148a04133889e9.jpg
Squamous cell carcinoma on the face images,https://dermnetnz.org/topics/squamous-cell-carcinoma-on-the-face-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3938__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,b4b1c087bfc476899c9a66abca48cca3.jpg
Staphylococcal scalded skin images,https://dermnetnz.org/images/staphylococcal-scalded-skin-syndrome-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ssss-029__FocusFillWzE1MCwxMTAsInkiLDZd.JPG,275a77ea51c42231addb1950a36ad797.JPG
Steroid acne images,https://dermnetnz.org/topics/steroid-acne-images/?stage=Live,https://dermnetnz.org/assets/Uploads/steroid-acne-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,ff646efbaefded92329181c9a9d77247.jpg
Subungual haemorrhage,https://dermnetnz.org/?stage=Live,https://dermnetnz.org/assets/Uploads/subungual-haematoma-5-v2__FocusFillWzE1MCwxMTAsInkiLDEyXQ.JPG,3efe76e3c9b0900a1b82398603e31ec3.JPG
Superficial spreading melanoma images,https://dermnetnz.org/images/superficial-spreading-melanoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ssm42__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,f851490912487e566c09033997048ab9.jpg
Supernumerary nipple images,https://dermnetnz.org/topics/supernumerary-nipple-images/?stage=Live,https://dermnetnz.org/assets/Uploads/supernumerary-nipple-03-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,068e14d6926cc16d0b41a45a5e658279.jpg
Syphilis images,https://dermnetnz.org/topics/syphilis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/syphilis-8__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,220b10211d757be3100bb625e390a667.JPG
Systemic lupus erythematosus images,https://dermnetnz.org/topics/systemic-lupus-erythematosus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/sle-07-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,00e331b0d23b4acf7e56d78b3f9220c0.jpg
Tinea corporis images,https://dermnetnz.org/topics/tinea-corporis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/tincorp9-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,45e29f302e1188438e1af8bcd7a24fc6.jpg
Tinea pedis images,https://dermnetnz.org/topics/tinea-pedis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/tinped13-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,75810c4b1b870056b805d22880b2fa70.jpg
Transient acantholytic dermatosis,https://dermnetnz.org/topics/transient-acantholytic-dermatosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/scaly/grover4__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,638d2e05dbaf5d2c7c341a8a1f5c20e8.jpg
Treatment images,https://dermnetnz.org/image-catalogue/treatment-images/?stage=Live,https://dermnetnz.org/assets/Uploads/adalimumab11-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,2ae9f7e355fc4c23276df6901a473227.jpg
Trichotillomania images,https://dermnetnz.org/topics/trichotillomania-images/?stage=Live,https://dermnetnz.org/assets/Uploads/trichotillomania-6__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,5cf44f08f0ddfa121f19b8b59ff307ba.jpg
Tuberous sclerosis images,https://dermnetnz.org/topics/tuberous-sclerosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/tuberous-sclerosis05-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,29725c4f2cc6263138e1946315875724.jpg
Ungual squamous cell carcinoma in situ images,https://dermnetnz.org/topics/ungual-squamous-cell-carcinoma-in-situ-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ungual-scc2-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,5ef0ab8aba87bb8f952dd014e003eb16.jpg
Urticaria images,https://dermnetnz.org/topics/urticaria-images/?stage=Live,https://dermnetnz.org/assets/Uploads/urticaria7-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,add7f94cfee10c5276abc0f1c7d34bce.jpg
Urticarial vasculitis images,https://dermnetnz.org/topics/urticarial-vasculitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3802-big2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,0be92caf7d49b60365d8f899205ea179.jpg
Varicella images,https://dermnetnz.org/topics/varicella-images/?stage=Live,https://dermnetnz.org/assets/Uploads/hzv-close-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,9edca0c7ec489321daa68ebc632b3a08.jpg
Vascular malformation images,https://dermnetnz.org/topics/vascular-malformation/?stage=Live,https://dermnetnz.org/assets/Uploads/vascular-malformation13-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,a2639e0846627f0229109cd6f7c64ed9.jpg
Vasculitis images,https://dermnetnz.org/topics/vasculitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2577__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,72e4c31850c928a5130223fe1770821d.jpg
Venous lake images,https://dermnetnz.org/topics/venous-lake-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ven-lake6-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,b8d6193789f2e857ec9d514e83b94616.jpg
Viral skin infections images,https://dermnetnz.org/image-catalogue/viral-skin-infections/?stage=Live,https://dermnetnz.org/assets/Uploads/viral-wart-07-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,7124af0a5f69ffe4ce77e16652126443.jpg
Viral warts images,https://dermnetnz.org/topics/viral-warts-images/?stage=Live,https://dermnetnz.org/assets/Uploads/viral-wart-23-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,d0eff01cdcaf0f45ebe6be79475b4cc8.jpg
Vitiligo images,https://dermnetnz.org/images/vitiligo-images/?stage=Live,https://dermnetnz.org/assets/Uploads/vitiligo4-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,43aaebd8bfad27d8cbbcbbbc67c8aa2a.jpg
Vulval cancer images,https://dermnetnz.org/images/vulval-cancer-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ca-v1-s4__FocusFillWzE1MCwxMTAsIngiLDU2XQ.JPG,357539252ad2109d40c187baaaa68e90.JPG
Vulval erosive lichen planus images,https://dermnetnz.org/images/vulval-erosive-lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2388-small2__FocusFillWzE1MCwxMTAsIngiLDM4XQ.jpg,3a7649a80c22ae254b978fd589647ebb.jpg
Vulval intraepithelial neoplasia images,https://dermnetnz.org/topics/vulval-intraepithelial-neoplasia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/vin3-s__FocusFillWzE1MCwxMTAsInkiLDM0XQ.jpg,6427eee5d346ca7fb9d040f32eb89e2d.jpg
Vulval lichen planus images,https://dermnetnz.org/images/genital-lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2381-s3__FocusFillWzE1MCwxMTAsInkiLDEwXQ.jpg,f2bddd8d4c3afeec2776f5fe63808be5.jpg
Vulval lichen sclerosus images,https://dermnetnz.org/topics/vulval-lichen-sclerosus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/074__FocusFillWzE1MCwxMTAsIngiLDI2XQ.jpg,d3f25c38f0428386c4d9e2b47afbb1df.jpg
Vulval ulcer images,https://dermnetnz.org/topics/vulval-ulcer-images/?stage=Live,https://dermnetnz.org/assets/Uploads/vulval-ulcer2-small2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,3d01a85ed3121e5b2111e345583f7d89.jpg
Vulvovaginal candidiasis images,https://dermnetnz.org/topics/vulvovaginal-candidiasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/candida2-s__FocusFillWzE1MCwxMTAsInkiLDE2XQ.jpg,eaf9776759c52a07ded47a2703cc4605.jpg
Xanthelasma images,https://dermnetnz.org/topics/xanthelasma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/xanthelasma29-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,04fbda8e9ba927d02e99143e81a636c0.jpg
Xeroderma pigmentosum images,https://dermnetnz.org/topics/xeroderma-pigmentosum-images/?stage=Live,https://dermnetnz.org/assets/Uploads/xeroderma-pigmentosum-18__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,505df71c9c0df8791e84cefe167717da.jpg
