Disease_Name,Disease_Url,Disease_Logo_Image_url,Disease_Logo_File_Name
Erythrasma images,https://dermnetnz.org/topics/erythrasma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/erythrasma05-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,426b5c61567e0892eb4f276768ef8179.jpg
Erythroderma images,https://dermnetnz.org/topics/erythroderma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/erythroderma-06-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,4555b714a5a029169aef9babaacc8a52.jpg
Extragenital lichen sclerosus images,https://dermnetnz.org/topics/extragenital-lichen-sclerosus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/102__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,02c4e3a0edb8ac82085c65a2f3947c90.jpg
Eyebrow loss images,https://dermnetnz.org/topics/madarosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/madarosis-21__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,880e1862a0c63f3f445e4f20ca46d875.JPG
Eyelash loss images,https://dermnetnz.org/topics/madarosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/madarosis-21__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,880e1862a0c63f3f445e4f20ca46d875.JPG
Eyelid dermatitis images,https://dermnetnz.org/topics/eyelid-dermatitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/eyelid-dermatitis-06-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,d9c6f6029553f6a37b215e56eb1ee9b2.jpg
Fabry disease images,https://dermnetnz.org/topics/angiokeratoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/angiokeratoma-2__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,9496657066e4f39cac7c6bed772456ca.JPG
Facial acne images,https://dermnetnz.org/topics/acne-face-images/?stage=Live,https://dermnetnz.org/assets/Uploads/Screen-Shot-2018-01-25-at-8__FocusFillWzE1MCwxMTAsIngiLDFd.28.37-PM.png,494d5a1d33f19272b53660845bcc75b4.png
Facial psoriasis images,https://dermnetnz.org/topics/facial-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/facial-psoriasis13-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,716cdc15bc65fb36db3e8dd4f3afc632.jpg
Fibrofolliculomas in Birt–Hogg–Dubé images,https://dermnetnz.org/topics/fibrofolliculomas-in-birthoggdube-images/?stage=Live,https://dermnetnz.org/assets/Uploads/birt-hogg-dube-8__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,e2739c63b978e2226a2cec506ed72b21.JPG
Fifth disease images,https://dermnetnz.org/topics/erythema-infectiosum-fifth-disease-images/?stage=Live,https://dermnetnz.org/assets/Uploads/fifth05-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,583eb943cb448d2049a40be966f92f3f.jpg
Fishtank granuloma images,https://dermnetnz.org/topics/atypical-mycobacterial-infection-images/?stage=Live,https://dermnetnz.org/assets/Uploads/m-marinum-2-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,0cd06c9444a4d416322589774df32310.jpg
Flexural psoriasis images,https://dermnetnz.org/topics/flexural-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/psorkai3__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,231232ca989aaace84b8f30b1018685a.JPG
Folliculitis images,https://dermnetnz.org/topics/folliculitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2650__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,b115c57c5f8c33e69329218758949db0.jpg
Folliculitis keloidalis images,https://dermnetnz.org/topics/folliculitis-keloidalis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3720__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,e77594313fbaa8ea7aa759f31f9d08cc.jpg
Fordyce angiokeratoma images,https://dermnetnz.org/topics/angiokeratoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/angiokeratoma-2__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,9496657066e4f39cac7c6bed772456ca.JPG
Fungal skin infection images,https://dermnetnz.org/image-catalogue/fungal-skin-infection-images/?stage=Live,https://dermnetnz.org/assets/Uploads/tinea-barbae001-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,275ccfa38c071623ed44290e931b8700.jpg
Generalised pustular psoriasis images,https://dermnetnz.org/topics/generalised-pustular-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/gen-pustular-psoriasis-03__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,f25268fe7fb188b6ee3c1f0675e4c93b.JPG
Genital Crohn disease images,https://dermnetnz.org/topics/genital-crohn-disease-images/?stage=Live,https://dermnetnz.org/assets/Uploads/genital-crohn-1-s__FocusFillWzE1MCwxMTAsInkiLDM5XQ.jpg,c35de0324a1ae0756d6efe27699a77a8.jpg
Genital herpes images,https://dermnetnz.org/topics/genital-herpes-images/?stage=Live,https://dermnetnz.org/assets/Uploads/hsbuttock2-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,d889421060f4cb0ba62338cb81ba0da1.jpg
Genital lichen planus images,https://dermnetnz.org/images/genital-lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2381-s3__FocusFillWzE1MCwxMTAsInkiLDEwXQ.jpg,f2bddd8d4c3afeec2776f5fe63808be5.jpg
Genital psoriasis images,https://dermnetnz.org/topics/genital-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/genital-psoriasis-09-s2__FocusFillWzE1MCwxMTAsInkiLDEyXQ.jpg,8c37fac4c008c1d457478444e0160015.jpg
Genital wart images,https://dermnetnz.org/images/genital-wart-images/?stage=Live,https://dermnetnz.org/assets/Uploads/gw2-small2__FocusFillWzE1MCwxMTAsInkiLDE1XQ.jpg,852a0e130217a83772c3e074ed69e17e.jpg
Gougerot Blum images,https://dermnetnz.org/topics/capillaritis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2509__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,bee562800fd4652005998542f6f02089.jpg
Gouty tophus images,https://dermnetnz.org/topics/gouty-tophi-images/?stage=Live,https://dermnetnz.org/assets/Uploads/gout6-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,570261e3fd3da0de5133f39817488613.jpg
Granular parakeratosis images,https://dermnetnz.org/topics/granular-parakeratosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/granular-parakeratosis-8__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,fa88134963e60ce64dda747a11ef9f01.jpg
Granuloma annulare images,https://dermnetnz.org/topics/granuloma-annulare-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ga12-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,df5fb63470713846f7c117888181cd5f.jpg
Grover disease,https://dermnetnz.org/topics/transient-acantholytic-dermatosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/scaly/grovers-disease/2729__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,9a14ec25417ab1644695b028e1e3d56f.jpg
Guttate psoriasis images,https://dermnetnz.org/topics/guttate-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2756__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,4fd10920bfedbea1f9798ad6913760b7.jpg
"Hair, scalp, nail and sweat images",https://dermnetnz.org/image-catalogue/hair-scalp-nail-and-sweat-images/?stage=Live,https://dermnetnz.org/assets/Uploads/woolly-hair-naevus2-s2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,3cab2f5f8688b593c50fcf6ed6511e6c.jpg
Halo mole images,https://dermnetnz.org/topics/halo-mole-images/?stage=Live,https://dermnetnz.org/assets/Uploads/bml-h2-thunmbnail__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,c4def7be54e01c21d791cf181f624da4.jpg
Hand dermatitis images,https://dermnetnz.org/topics/hand-dermatitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2808__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,92853a34779b49e38ac40ae78f21f3f4.jpg
Hand foot and mouth disease images,https://dermnetnz.org/images/hand-foot-and-mouth-disease-images/?stage=Live,https://dermnetnz.org/assets/Uploads/hfm3-s3__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,6dba679b008e6a0e664e8433f8420b6c.jpg
Herpes simplex images,https://dermnetnz.org/topics/herpes-simplex-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2881__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,73da01fd445621bc1b066d27d98e12c9.jpg
Herpes zoster images,https://dermnetnz.org/topics/herpes-zoster-images/?stage=Live,https://dermnetnz.org/assets/Uploads/zoster-14-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,5fb9e8bab6b7bf569fd147c884fe5810.jpg
Hidradenitis suppurativa images,https://dermnetnz.org/topics/hidradenitis-suppurativa-images/?stage=Live,https://dermnetnz.org/assets/Uploads/hs-axilla-54__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,1a27a4b2925e1e0ed0763532208da127.JPG
Hidrocystoma images,https://dermnetnz.org/topics/hidrocystoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/hidrocystoma-3__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,82db055f962dc285f29a9329c36f7590.jpg
Hypomelanotic malignant melanoma images,https://dermnetnz.org/images/amelanotic-melanoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/12a-amelanotic-melanoma__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,188b34c982c807d9830b3a51345cc1ae.jpg
Ichthyosis images,https://dermnetnz.org/topics/ichthyosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ichthyosis-25-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,77e13c44abafbce0549ba8f75135361e.jpg
Immunological disorder images,https://dermnetnz.org/image-catalogue/immunological-disorder-images/?stage=Live,https://dermnetnz.org/assets/Uploads/htrophicle-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,35d2eea38385ed90a070a187b91e062e.jpg
Impetigo images,https://dermnetnz.org/images/impetigo-images/?stage=Live,https://dermnetnz.org/assets/Uploads/impet8-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,45b59ad387f56f2989ebd58ce68fe33e.jpg
In situ squamous cell carcinoma images,https://dermnetnz.org/topics/intraepidermal-carcinoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2916__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,99a31a4df87653252585b9dbd426461e.jpg
Infantile acne images,https://dermnetnz.org/topics/infantile-acne-images/?stage=Live,https://dermnetnz.org/assets/Uploads/infantile-acne1-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,3ebe257a2a3f6fd2bec51c38cd82485f.jpg
Infantile papular acrodermatitis images,https://dermnetnz.org/topics/infantile-papular-acrodermatitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/gcs09-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,2dbc3e0fcbfdc1254a39f175e17eefff.jpg
Insect bite images,https://dermnetnz.org/topics/insect-bite-images/?stage=Live,https://dermnetnz.org/assets/Uploads/bites-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,ad4160af7ec7506a9530f2022b75f733.jpg
"Insect, mite and worm bite images",https://dermnetnz.org/image-catalogue/insect-mite-and-worm-bite-images/?stage=Live,https://dermnetnz.org/assets/Uploads/leishmaniasis1__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,4f78b5c7e87b9b6e76ce877a45c8c1fa.jpg
Juvenile plantar dermatosis images,https://dermnetnz.org/topics/juvenile-plantar-dermatosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/jpd10-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,5dbbe6ac1114412fad0c69240698e70e.jpg
Kaposi sarcoma images,https://dermnetnz.org/topics/kaposi-sarcoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/plaque2__FocusFillWzE1MCwxMTAsIngiLDZd.jpg,ac4658e8fd8cafce0fec06c99425ef22.jpg
Keloid images,https://dermnetnz.org/images/keloid-images/?stage=Live,https://dermnetnz.org/assets/Uploads/keloid22-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,80374bba09bb81dc6a979737513b2609.jpg
Keratoacanthoma images,https://dermnetnz.org/topics/keratoacanthoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3001__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,4870e68a717112822fbe40a8c4d3fa7f.jpg
Keratolytic winter erythema,https://dermnetnz.org/topics/keratolytic-winter-erythema-images/?stage=Live,https://dermnetnz.org/assets/Uploads/keratolytic-winter-erythema-08__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,5c7bda47cd06af10a9de180defce41ee.jpg
Keratosis pilaris images,https://dermnetnz.org/topics/keratosis-pilaris-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3014__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,f9bd376e32799bff3720c04cd9ac711a.jpg
Kerion images,https://dermnetnz.org/topics/kerion-images/?stage=Live,https://dermnetnz.org/assets/Uploads/kerion09-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,4fab4bb662a977e39690cb1f7ec6bead.jpg
Labial fusion images,https://dermnetnz.org/topics/labial-fusion-images/?stage=Live,https://dermnetnz.org/assets/Uploads/labial-fusion05-s__FocusFillWzE1MCwxMTAsInkiLDUwXQ.jpg,842fa7ba6c27b181c5c385ab9833eed6.jpg
Lax beetle images,https://dermnetnz.org/topics/?stage=Live,https://dermnetnz.org/assets/Uploads/lax-beetle-3__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,9eb469191a3261295f1d3d765acd0db0.jpg
Leg ulcer images,https://dermnetnz.org/topics/leg-ulcer-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3061__FocusFillWzE1MCwxMTAsInkiLDQ1XQ.jpg,aad36188b70b15584395eb88de9bc0ca.jpg
Leishmaniasis images,https://dermnetnz.org/?stage=Live,https://dermnetnz.org/assets/Uploads/cutaneous-leishmaniasis-19-v3__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,b9d14fa2dacc7d329a33e8644533b204.JPG
Lentigo images,https://dermnetnz.org/topics/lentigo-images/?stage=Live,https://dermnetnz.org/assets/Uploads/lentigo10-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,4f611b59c9955f51432251d7cd1acd72.jpg
Lentigo maligna melanoma images,https://dermnetnz.org/images/lentigo-maligna-melanoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/lmm5-big2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,d209cb42f22fba486cedfa6b64fd3ec7.jpg
"Lesion, tumour and cancer images",https://dermnetnz.org/image-catalogue/lesion-tumour-and-cancer-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ep-n5-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,dec6087f4c0aa752bbe7c6141e2a10f6.jpg
Lichen aureus images,https://dermnetnz.org/topics/capillaritis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2509__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,bee562800fd4652005998542f6f02089.jpg
Lichen planus images,https://dermnetnz.org/images/lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3078__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,def112153cb6ff69e6337798918cf618.jpg
Lichen planus nail images,https://dermnetnz.org/images/nail-lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/lichen-planus-matrix-2-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,e75a41c468ac037fda77b8bd5598301f.jpg
Lichen simplex images,https://dermnetnz.org/?stage=Live,https://dermnetnz.org/assets/Uploads/3118__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,3d83e5aeb35f144759ae7235fad30591.jpg
Lipodermatosclerosis,https://dermnetnz.org/topics/lipodermatosclerosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/acute-lipodermatosclerosis-06__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,f107f8521cd33ff7fea36536b313ebbe.JPG
Loss of eyebrows images,https://dermnetnz.org/topics/madarosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/madarosis-21__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,880e1862a0c63f3f445e4f20ca46d875.JPG
Loss of eyelashes images,https://dermnetnz.org/topics/madarosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/madarosis-21__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,880e1862a0c63f3f445e4f20ca46d875.JPG
Madarosis images,https://dermnetnz.org/topics/madarosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/madarosis-21__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,880e1862a0c63f3f445e4f20ca46d875.JPG
Majocchi purpura images,https://dermnetnz.org/topics/capillaritis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2509__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,bee562800fd4652005998542f6f02089.jpg
Mammmary and extramammary Paget disease,https://dermnetnz.org/topics/mammary-and-extramammary-paget-disease-of-the-skin-images/?stage=Live,https://dermnetnz.org/assets/Uploads/extra-paget-04__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,59d49c844c8fdeaaf8905d1349f80f76.JPG
Measles images,https://dermnetnz.org/topics/measles-images/?stage=Live,https://dermnetnz.org/assets/Uploads/measles10-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,3457231bd24160121fab79e8f175fe86.jpg
Melanoma in situ images,https://dermnetnz.org/topics/melanoma-in-situ-images/?stage=Live,https://dermnetnz.org/assets/Uploads/alm17__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,3804f43b870d3adc089958b3b7ec66ea.jpg
Melanoma of nail unit images,https://dermnetnz.org/topics/melanoma-of-nail-unit-images/?stage=Live,https://dermnetnz.org/assets/Uploads/melanoma-s2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,b7f64ba203d9fd8cb73934b30e2f98ad.jpg
Melanonychia images,https://dermnetnz.org/topics/melanonychia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/melanonychia-08-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,536daee4a87392867b095a67554e3a1e.jpg
Melasma images,https://dermnetnz.org/topics/melasma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3130__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,34fc3f7c10464ad8d6c89862726ea578.jpg
Metastatic melanoma images,https://dermnetnz.org/topics/metastatic-melanoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/metastatic-melanoma-008__FocusFillWzE1MCwxMTAsIngiLDdd.JPG,e867866ed4319751bc6e2da43eff5529.JPG
Milia images,https://dermnetnz.org/topics/milia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/milia-18__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,da201862aa9a54192aed9d97d16b43be.jpg
Mole images,https://dermnetnz.org/topics/mole-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3180__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,a44ab92c970d0b55b823b96ca76d5d99.jpg
Molluscum contagiosum images,https://dermnetnz.org/topics/molluscum-contagiosum-images/?stage=Live,https://dermnetnz.org/assets/Uploads/molluscum50-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,d7a5f39adfe1862381e27dde2518cbe4.jpg
"Moniliasis affecting the lips, mouth and face images",https://dermnetnz.org/topics/candida-affecting-the-lips-mouth-and-face-images/?stage=Live,https://dermnetnz.org/assets/Uploads/1282-big2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,9776a47e60b70cb625adcb29ffbd2982.jpg
Morphea images,https://dermnetnz.org/topics/morphoea-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3193__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,e7552cc552d1b6b86727feb4eb11dc81.jpg
Nail psoriasis images,https://dermnetnz.org/topics/nail-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3227__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg,9e22e39671eae3f8d160619abb60bf8e.jpg
Necrotising fasciitis images,https://dermnetnz.org/topics/necrotising-fasciitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/nec-fas9-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,203d495b41506fdf99d97e5fe46d43c9.jpg
Neurofibromatosis images,https://dermnetnz.org/topics/neurofibromatosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/nf7__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,5a10f18ab023e5d95fcac4496e22dfc8.jpg
Nodular BCC images,https://dermnetnz.org/topics/nodular-bcc-images/?stage=Live,https://dermnetnz.org/assets/Uploads/nBCC__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,c25cbe93d582250d68db0725525af54f.jpg
Nodular basal cell carcinoma images,https://dermnetnz.org/topics/nodular-bcc-images/?stage=Live,https://dermnetnz.org/assets/Uploads/nBCC3__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,e740b877a78665f55729fdb5c1bae1df.jpg
Nodular melanoma images,https://dermnetnz.org/images/nodular-melanoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/nm3-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,e784846f2b6a2bdfedb874a82f204b6c.jpg
Nontuberculous mycobacteria images,https://dermnetnz.org/topics/atypical-mycobacterial-infection-images/?stage=Live,https://dermnetnz.org/assets/Uploads/m-marinum-2-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,0cd06c9444a4d416322589774df32310.jpg
Nummular dermatitis images,https://dermnetnz.org/images/discoid-eczema-images/?stage=Live,https://dermnetnz.org/assets/Uploads/nummular-eczema39-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,d3fb2f90ac1329cf35c21b7331eec986.jpg
Orf images,https://dermnetnz.org/topics/orf-images/?stage=Live,https://dermnetnz.org/assets/Uploads/orf15-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg,b61581407c07fd29d2a070cc62586940.jpg
PMLE images,https://dermnetnz.org/images/polymorphic-light-eruption-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pmle-12__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,08cea89737b8ee912022d95276befe11.jpg
Palmoplantar psoriasis images,https://dermnetnz.org/topics/palmoplantar-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ppps03-s__FocusFillWzE1MCwxMTAsIngiLDld.jpg,097922236394a18854c7fb998c563c0b.jpg
Palmoplantar pustulosis images,https://dermnetnz.org/topics/palmoplantar-pustulosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/palmar-pustulosis-01__FocusFillWzE1MCwxMTAsIngiLDld.JPG,977e6b3f2ca0aed7be2da820f41cb191.JPG
Paronychia images,https://dermnetnz.org/topics/paronychia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3295__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,ae1ec539e41d26d2feb4ecb6bf32c336.jpg
Patch test images,https://dermnetnz.org/topics/patch-test-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3312__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,45d6c383b3fb11adccb67e92134ecb91.jpg
Pemphigus vulgaris,https://dermnetnz.org/images/pemphigus-vulgaris-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pemphigus-vulgaris-20__FocusFillWzE1MCwxMTAsInkiLDFd.JPG,29562cd080ccacd0e2695892d1f3c64c.JPG
Penile epithelial neoplasia images,https://dermnetnz.org/topics/penile-epithelial-neoplasia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pin1-1__FocusFillWzE1MCwxMTAsInkiLDhd.jpg,118e13a6a8965b7e1b279f0abba7cfb1.jpg
Penile infections images,https://dermnetnz.org/topics/balanitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/balanitis4-s-1__FocusFillWzE1MCwxMTAsInkiLDIzXQ.jpg,0403ad3fdd415cbbf1098604bd4a82e5.jpg
Penile lichen planus images,https://dermnetnz.org/images/genital-lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2381-s3__FocusFillWzE1MCwxMTAsInkiLDEwXQ.jpg,f2bddd8d4c3afeec2776f5fe63808be5.jpg
Penile lichen sclerosus,https://dermnetnz.org/topics/penile-lichen-sclerosus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/088-small__FocusFillWzE1MCwxMTAsInkiLDQ0XQ.jpg,54fac206e63cde772d1d79f5ffe85cbc.jpg
Penile pearly papules images,https://dermnetnz.org/topics/pearly-penile-papules-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ppp1-small2__FocusFillWzE1MCwxMTAsIngiLDIwXQ.jpg,87a7d9a96684ff7680201e9a063de54a.jpg
Perianal lichen sclerosus images,https://dermnetnz.org/topics/perianal-lichen-sclerosus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/086-small2__FocusFillWzE1MCwxMTAsIngiLDEyXQ.jpg,ba79a23e55859da9c4d7da26073666c1.jpg
Perioral dermatitis images,https://dermnetnz.org/images/periorificial-dermatitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3413__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,05035c7a5b8f297998a0e10f6e6859de.jpg
Perleche images,https://dermnetnz.org/images/angular-cheilitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/perleche13-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,75006b33437b85aac62396918144eb0f.jpg
Perlèche images,https://dermnetnz.org/images/angular-cheilitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/perleche13-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,75006b33437b85aac62396918144eb0f.jpg
Phototherapy course images,https://dermnetnz.org/image-catalogue/phototherapy-course-images/?stage=Live,https://dermnetnz.org/assets/Uploads/uva1-s__FocusFillWzE1MCwxMTAsInkiLDc3XQ.jpg,5f111555bf85d87857bc003e5b38b4c8.jpg
Piezogenic papule images,https://dermnetnz.org/topics/piezogenic-papule-images/?stage=Live,https://dermnetnz.org/assets/Uploads/piezogenic-papules1-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,36e41135e3e360800b63b28ef11727c8.jpg
Pigmentation problem images,https://dermnetnz.org/image-catalogue/pigmentation-problem-images/?stage=Live,https://dermnetnz.org/assets/Uploads/vitiligo-51-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,7da3fbd495b68d6126a6e11d63aa3eba.jpg
Pigmented purpura images,https://dermnetnz.org/topics/capillaritis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2509__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,bee562800fd4652005998542f6f02089.jpg
Pigmented purpuric lichenoid dermatosis images,https://dermnetnz.org/topics/capillaritis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2509__FocusFillWzE1MCwxMTAsIngiLDdd.jpg,bee562800fd4652005998542f6f02089.jpg
Pityriasis alba images,https://dermnetnz.org/images/pityrasis-alba-images/?stage=Live,https://dermnetnz.org/assets/Uploads/pityriasis-alba-3-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,27e905aa5ead561bce09f31cc3e8baa3.jpg
Pityriasis rosea images,https://dermnetnz.org/?stage=Live,https://dermnetnz.org/assets/Uploads/pit-rosea26-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg,1c0cf1a63e43648cc217d390175eafd9.jpg
